Linux 5.15.0-136-generic (qiang-gpu6) 	09/30/25 	_x86_64_	(10 CPU)

13:26:47     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
13:26:48     all   75.88    0.00   15.22    0.00    0.00    8.81    0.00    0.00    0.00    0.10
13:26:49     all   76.87    0.00   14.26    0.00    0.00    8.87    0.00    0.00    0.00    0.00
13:26:50     all   69.51    0.00   21.46    0.00    0.00    8.73    0.00    0.00    0.00    0.30
13:26:51     all   64.23    0.00   23.65    0.30    0.00    8.92    0.00    0.00    0.00    2.91
13:26:52     all   74.10    0.00   16.60    0.00    0.00    8.30    0.00    0.00    0.00    1.00
13:26:53     all   69.96    0.00   21.76    0.00    0.00    7.88    0.00    0.00    0.00    0.40
13:26:54     all   71.47    0.00   18.82    0.00    0.00    9.21    0.00    0.00    0.00    0.50
13:26:55     all   76.68    0.00   13.07    0.00    0.00    9.05    0.00    0.00    0.00    1.21
13:26:56     all   74.45    0.00   16.33    0.00    0.00    8.32    0.00    0.00    0.00    0.90
13:26:57     all   73.60    0.00   17.40    0.00    0.00    8.50    0.00    0.00    0.00    0.50
13:26:58     all   82.14    0.00    9.48    0.00    0.00    8.28    0.00    0.00    0.00    0.10
13:26:59     all   76.71    0.00   13.86    0.00    0.00    9.04    0.00    0.00    0.00    0.40
13:27:00     all   72.37    0.00   17.72    0.20    0.00    9.21    0.00    0.00    0.00    0.50
13:27:01     all   76.82    0.00   13.59    0.00    0.00    8.39    0.00    0.00    0.00    1.20
13:27:02     all   82.78    0.00    7.51    0.00    0.00    9.21    0.00    0.00    0.00    0.50
13:27:03     all   83.18    0.00    8.21    0.00    0.00    8.41    0.00    0.00    0.00    0.20
13:27:04     all   83.52    0.00    8.19    0.00    0.00    7.99    0.00    0.00    0.00    0.30
13:27:05     all   85.07    0.00    7.41    0.00    0.00    7.41    0.00    0.00    0.00    0.10
13:27:06     all   82.57    0.00    8.22    0.10    0.00    8.32    0.00    0.00    0.00    0.80
13:27:07     all   80.82    0.00    9.59    0.00    0.00    8.49    0.00    0.00    0.00    1.10
13:27:08     all   85.46    0.00    6.82    0.00    0.00    7.72    0.00    0.00    0.00    0.00
13:27:09     all   83.25    0.00    8.77    0.00    0.00    7.38    0.00    0.00    0.00    0.60
13:27:10     all   80.44    0.00    9.63    0.00    0.00    9.63    0.00    0.00    0.00    0.30
13:27:11     all   83.35    0.00    7.32    0.00    0.00    8.02    0.00    0.00    0.00    1.30
13:27:12     all   84.62    0.00    6.79    0.00    0.00    8.39    0.00    0.00    0.00    0.20
13:27:13     all   81.24    0.00    9.53    0.00    0.00    8.93    0.00    0.00    0.00    0.30
13:27:14     all   82.60    0.00    8.90    0.00    0.00    8.10    0.00    0.00    0.00    0.40
13:27:15     all   84.48    0.00    7.21    0.00    0.00    8.21    0.00    0.00    0.00    0.10
13:27:16     all   82.22    0.00    9.09    0.00    0.00    8.49    0.00    0.00    0.00    0.20
13:27:17     all   83.63    0.00    7.63    0.00    0.00    8.23    0.00    0.00    0.00    0.50
13:27:18     all   84.84    0.00    6.43    0.00    0.00    8.63    0.00    0.00    0.00    0.10
13:27:19     all   82.15    0.00    8.77    0.00    0.00    8.18    0.00    0.00    0.00    0.90
13:27:20     all   78.11    0.00   11.45    0.00    0.00    8.84    0.00    0.00    0.00    1.61
13:27:21     all   79.52    0.00    9.39    0.00    0.00    9.19    0.00    0.00    0.00    1.90
13:27:22     all   80.91    0.00    9.54    0.00    0.00    9.34    0.00    0.00    0.00    0.20
13:27:23     all   81.18    0.00    9.41    0.00    0.00    9.31    0.00    0.00    0.00    0.10
13:27:24     all   83.28    0.00    8.11    0.00    0.00    8.61    0.00    0.00    0.00    0.00
13:27:25     all   82.62    0.00    8.69    0.00    0.00    8.69    0.00    0.00    0.00    0.00
13:27:26     all   83.94    0.00    7.53    0.00    0.00    8.13    0.00    0.00    0.00    0.40
13:27:27     all   81.42    0.00    9.49    0.00    0.00    8.09    0.00    0.00    0.00    1.00
13:27:28     all   80.32    0.00    7.69    0.00    0.00    8.59    0.00    0.00    0.00    3.40
13:27:29     all   80.86    0.00   10.12    0.00    0.00    9.02    0.00    0.00    0.00    0.00
13:27:30     all   82.78    0.00    8.51    0.00    0.00    8.71    0.00    0.00    0.00    0.00
13:27:31     all   81.62    0.00    8.69    0.00    0.00    8.69    0.00    0.00    0.00    1.00
13:27:32     all   80.22    0.00    7.29    0.00    0.00    8.09    0.00    0.00    0.00    4.40
13:27:33     all   79.34    0.00    9.43    0.10    0.00    8.53    0.00    0.00    0.00    2.61
13:27:34     all   84.92    0.00    7.59    0.00    0.00    7.39    0.00    0.00    0.00    0.10
13:27:35     all   82.00    0.00    9.30    0.00    0.00    8.50    0.00    0.00    0.00    0.20
13:27:36     all   79.48    0.00    8.67    0.00    0.00    8.07    0.00    0.00    0.00    3.78
13:27:37     all   76.39    0.00    9.69    0.00    0.00    8.17    0.00    0.00    0.00    5.75
13:27:38     all   81.12    0.00    8.43    0.00    0.00    8.43    0.00    0.00    0.00    2.01
13:27:39     all   80.02    0.00    7.89    0.00    0.00    8.29    0.00    0.00    0.00    3.80
13:27:40     all   81.70    0.00    8.40    0.00    0.00    8.90    0.00    0.00    0.00    1.00
13:27:41     all   78.70    0.00   11.50    0.60    0.00    8.80    0.00    0.00    0.00    0.40
13:27:42     all   82.08    0.00    8.81    0.00    0.00    8.61    0.00    0.00    0.00    0.50
13:27:43     all   84.18    0.00    6.81    0.00    0.00    8.51    0.00    0.00    0.00    0.50
13:27:44     all   83.77    0.00    7.52    0.00    0.00    8.52    0.00    0.00    0.00    0.20
13:27:45     all   81.26    0.00    9.77    0.00    0.00    8.87    0.00    0.00    0.00    0.10
13:27:46     all   81.88    0.00    9.41    0.00    0.00    8.71    0.00    0.00    0.00    0.00
13:27:47     all   83.63    0.00    8.08    0.00    0.00    7.88    0.00    0.00    0.00    0.40
13:27:48     all   76.84    0.00    8.36    0.20    0.00    8.86    0.00    0.00    0.00    5.74
13:27:49     all   80.40    0.00    8.14    0.00    0.00    8.24    0.00    0.00    0.00    3.22
13:27:50     all   77.86    0.00    8.32    0.00    0.00    8.62    0.00    0.00    0.00    5.21
13:27:51     all   79.92    0.00   10.09    0.00    0.00    8.79    0.00    0.00    0.00    1.20
13:27:52     all   81.24    0.00    9.93    0.00    0.00    8.12    0.00    0.00    0.00    0.70
13:27:53     all   83.20    0.00    8.30    0.00    0.00    8.30    0.00    0.00    0.00    0.20
13:27:54     all   81.78    0.00    8.21    0.00    0.00    8.51    0.00    0.00    0.00    1.50
13:27:55     all   81.26    0.00    9.62    0.00    0.00    8.82    0.00    0.00    0.00    0.30
13:27:56     all   82.69    0.10    9.05    0.00    0.00    7.96    0.00    0.00    0.00    0.20
13:27:57     all   83.37    0.00    7.82    0.00    0.00    8.22    0.00    0.00    0.00    0.60
13:27:58     all   84.08    0.00    7.21    0.00    0.00    8.41    0.00    0.00    0.00    0.30
13:27:59     all   83.72    0.00    7.69    0.00    0.00    8.09    0.00    0.00    0.00    0.50
13:28:00     all   82.45    0.00    8.87    0.00    0.00    8.28    0.00    0.00    0.00    0.40
13:28:01     all   80.04    0.00   10.03    0.00    0.00    7.82    0.00    0.00    0.00    2.11
13:28:02     all   80.70    0.00    9.50    0.00    0.00    8.70    0.00    0.00    0.00    1.10
13:28:03     all   79.58    0.00    7.71    0.00    0.00    8.11    0.00    0.00    0.00    4.60
13:28:04     all   82.65    0.00    8.47    0.00    0.00    8.87    0.00    0.00    0.00    0.00
13:28:05     all   83.25    0.00    8.12    0.00    0.00    8.32    0.00    0.00    0.00    0.30
13:28:06     all   77.78    0.00    7.81    0.00    0.00    8.51    0.00    0.00    0.00    5.91
13:28:07     all   77.21    0.00    8.13    0.10    0.00    6.83    0.00    0.00    0.00    7.73
13:28:08     all   77.52    0.00    8.06    0.30    0.00    8.57    0.00    0.00    0.00    5.54
13:28:09     all   77.36    0.00    7.04    0.00    0.00    7.65    0.00    0.00    0.00    7.95
13:28:10     all   81.56    0.00    8.62    0.00    0.00    8.62    0.00    0.00    0.00    1.20
13:28:11     all   77.09    0.00    9.15    0.00    0.00    8.94    0.00    0.00    0.00    4.82
13:28:12     all   77.45    0.00    8.62    0.00    0.00    8.92    0.00    0.00    0.00    5.01
13:28:13     all   79.54    0.00    8.32    0.00    0.00    9.23    0.00    0.00    0.00    2.91
13:28:14     all   81.97    0.00    8.86    0.00    0.00    8.67    0.00    0.00    0.00    0.50
13:28:15     all   81.43    0.00    8.13    0.00    0.00    8.23    0.00    0.00    0.00    2.21
13:28:16     all   81.68    0.00    9.11    0.00    0.00    8.81    0.00    0.00    0.00    0.40
13:28:17     all   83.73    0.00    7.58    0.00    0.00    8.28    0.00    0.00    0.00    0.40
13:28:18     all   82.06    0.00    8.32    0.00    0.00    8.62    0.00    0.00    0.00    1.00
13:28:19     all   81.89    0.00    7.75    0.00    0.00    8.35    0.00    0.00    0.00    2.01
13:28:20     all   82.18    0.00    8.41    0.00    0.00    8.81    0.00    0.00    0.00    0.60
13:28:21     all   83.00    0.00    8.20    0.00    0.00    8.70    0.00    0.00    0.00    0.10
13:28:22     all   79.18    0.00   11.01    0.00    0.00    9.21    0.00    0.00    0.00    0.60
13:28:23     all   83.12    0.00    8.19    0.00    0.00    8.49    0.00    0.00    0.00    0.20
13:28:24     all   82.43    0.00    8.63    0.00    0.00    8.73    0.00    0.00    0.00    0.20
13:28:25     all   82.45    0.00    8.73    0.00    0.00    8.53    0.00    0.00    0.00    0.30
13:28:26     all   82.14    0.00    8.88    0.00    0.00    8.88    0.00    0.00    0.00    0.10
13:28:27     all   82.72    0.00    9.19    0.00    0.00    8.09    0.00    0.00    0.00    0.00
13:28:28     all   82.35    0.00    8.63    0.00    0.00    9.03    0.00    0.00    0.00    0.00
13:28:29     all   81.37    0.00    9.66    0.00    0.00    8.86    0.00    0.00    0.00    0.10
13:28:30     all   83.12    0.00    8.24    0.00    0.00    8.14    0.00    0.00    0.00    0.50
13:28:31     all   80.00    0.00    9.20    0.00    0.00    8.50    0.00    0.00    0.00    2.30
13:28:32     all   80.74    0.00    9.23    0.00    0.00    9.13    0.00    0.00    0.00    0.90
13:28:33     all   82.42    0.00    9.19    0.00    0.00    8.29    0.00    0.00    0.00    0.10
13:28:34     all   84.82    0.00    6.29    0.00    0.00    8.39    0.00    0.00    0.00    0.50
13:28:35     all   82.00    0.00    8.90    0.00    0.00    8.90    0.00    0.00    0.00    0.20
13:28:36     all   83.37    0.00    8.76    0.00    0.00    7.77    0.00    0.00    0.00    0.10
13:28:37     all   82.46    0.00    8.32    0.00    0.00    8.62    0.00    0.00    0.00    0.60
13:28:38     all   82.57    0.00    8.62    0.00    0.00    8.22    0.00    0.00    0.00    0.60
13:28:39     all   82.63    0.00    8.08    0.00    0.00    8.98    0.00    0.00    0.00    0.30
13:28:40     all   82.36    0.00    9.22    0.00    0.00    8.42    0.00    0.00    0.00    0.00
13:28:41     all   82.37    0.00    8.96    0.00    0.00    8.27    0.00    0.00    0.00    0.40
13:28:42     all   82.53    0.00    8.03    0.00    0.00    8.53    0.00    0.00    0.00    0.90
13:28:43     all   85.46    0.00    6.52    0.00    0.00    7.32    0.00    0.00    0.00    0.70
13:28:44     all   78.64    0.00    9.68    0.00    0.00    9.48    0.00    0.00    0.00    2.20
13:28:45     all   81.22    0.00    9.74    0.00    0.00    8.94    0.00    0.00    0.00    0.10
13:28:46     all   81.77    0.00    9.56    0.00    0.00    8.57    0.00    0.00    0.00    0.10
13:28:47     all   82.38    0.00    8.81    0.00    0.00    8.71    0.00    0.00    0.00    0.10
13:28:48     all   78.20    0.00    7.37    0.20    0.00    7.77    0.00    0.00    0.00    6.46
13:28:49     all   83.48    0.00    7.41    0.00    0.00    7.81    0.00    0.00    0.00    1.30
13:28:50     all   83.78    0.00    7.91    0.00    0.00    8.21    0.00    0.00    0.00    0.10
13:28:51     all   81.38    0.00    7.71    0.00    0.00    9.01    0.00    0.00    0.00    1.90
13:28:52     all   79.88    0.00    8.55    0.00    0.00    7.75    0.00    0.00    0.00    3.82
13:28:53     all   75.98    0.00    7.91    0.30    0.00    8.91    0.00    0.00    0.00    6.91
13:28:54     all   79.82    0.00    6.22    0.00    0.00    8.23    0.00    0.00    0.00    5.72
13:28:55     all   83.80    0.00    7.00    0.00    0.00    8.30    0.00    0.00    0.00    0.90
13:28:56     all   78.44    0.00    8.18    0.00    0.00    8.48    0.00    0.00    0.00    4.89
13:28:57     all   80.28    0.00    8.31    0.00    0.00    8.71    0.00    0.00    0.00    2.70
13:28:58     all   81.56    0.00    9.12    0.00    0.00    8.92    0.00    0.00    0.00    0.40
13:28:59     all   83.35    0.00    8.22    0.00    0.00    8.22    0.00    0.00    0.00    0.20
13:29:00     all   80.52    0.00   10.59    0.00    0.00    8.59    0.00    0.00    0.00    0.30
13:29:01     all   82.52    0.00    9.29    0.00    0.00    7.89    0.00    0.00    0.00    0.30
13:29:02     all   81.48    0.00    9.71    0.00    0.00    8.51    0.00    0.00    0.00    0.30
13:29:03     all   82.15    0.00    8.83    0.00    0.00    8.83    0.00    0.00    0.00    0.20
13:29:04     all   84.50    0.00    7.30    0.00    0.00    8.10    0.00    0.00    0.00    0.10
13:29:05     all   83.38    0.00    7.61    0.00    0.00    8.51    0.00    0.00    0.00    0.50
13:29:06     all   83.42    0.00    7.99    0.00    0.00    8.29    0.00    0.00    0.00    0.30
13:29:07     all   84.12    0.00    7.24    0.00    0.00    8.24    0.00    0.00    0.00    0.40
13:29:08     all   80.32    0.00    8.59    0.00    0.00    8.49    0.00    0.00    0.00    2.60
13:29:09     all   84.15    0.00    7.32    0.00    0.00    8.43    0.00    0.00    0.00    0.10
13:29:10     all   81.70    0.00    9.20    0.00    0.00    9.00    0.00    0.00    0.00    0.10
13:29:11     all   83.08    0.00    8.81    0.00    0.00    8.11    0.00    0.00    0.00    0.00
13:29:12     all   81.48    0.00    9.31    0.00    0.00    8.81    0.00    0.00    0.00    0.40
13:29:13     all   82.53    0.00    8.78    0.00    0.00    8.68    0.00    0.00    0.00    0.00
13:29:14     all   83.92    0.00    7.99    0.00    0.00    7.79    0.00    0.00    0.00    0.30
13:29:15     all   82.24    0.00    8.48    0.00    0.00    8.88    0.00    0.00    0.00    0.40
13:29:16     all   83.88    0.00    7.61    0.00    0.00    8.21    0.00    0.00    0.00    0.30
13:29:17     all   82.97    0.00    8.02    0.00    0.00    8.62    0.00    0.00    0.00    0.40
13:29:18     all   82.80    0.00    8.40    0.00    0.00    8.60    0.00    0.00    0.00    0.20
13:29:19     all   82.55    0.00    8.67    0.00    0.00    8.28    0.00    0.00    0.00    0.50
13:29:20     all   83.40    0.00    7.80    0.00    0.00    8.60    0.00    0.00    0.00    0.20
13:29:21     all   81.54    0.00    8.38    0.00    0.00    9.28    0.00    0.00    0.00    0.80
13:29:22     all   80.06    0.00    8.82    0.00    0.00    9.52    0.00    0.00    0.00    1.60
