Linux 5.15.0-136-generic (qiang-gpu6) 	09/23/25 	_x86_64_	(10 CPU)

11:29:48     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:29:49     all   64.79    0.00    9.05    0.00    0.00    8.45    0.00    0.00    0.00   17.71
11:29:50     all   65.35    0.00   11.92    0.10    0.00    8.89    0.00    0.00    0.00   13.74
11:29:51     all   64.78    0.00    7.67    0.00    0.00    8.78    0.00    0.00    0.00   18.77
11:29:52     all   65.46    0.00    9.94    0.00    0.00    9.14    0.00    0.00    0.00   15.46
11:29:53     all   63.61    0.00    7.26    0.00    0.00    8.57    0.00    0.00    0.00   20.56
11:29:54     all   63.95    0.00   13.19    0.00    0.00    8.76    0.00    0.00    0.00   14.10
11:29:55     all   64.31    0.00    6.98    0.00    0.00    8.70    0.00    0.00    0.00   20.02
11:29:56     all   63.85    0.00    8.26    0.00    0.00    9.47    0.00    0.00    0.00   18.43
11:29:57     all   63.44    0.00    8.26    0.00    0.00    8.96    0.00    0.00    0.00   19.34
11:29:58     all   62.90    0.00    6.85    0.00    0.00    9.27    0.00    0.00    0.00   20.97
11:29:59     all   63.82    0.00    7.44    0.00    0.00    8.94    0.00    0.00    0.00   19.80
11:30:00     all   64.17    0.00    7.89    0.20    0.00    8.40    0.00    0.00    0.00   19.33
11:30:01     all   65.20    0.00    6.92    0.00    0.00    8.43    0.00    0.00    0.00   19.46
11:30:02     all   64.08    0.00    7.04    0.00    0.00    8.45    0.00    0.00    0.00   20.42
11:30:03     all   66.12    0.00    5.60    0.00    0.00    8.75    0.00    0.00    0.00   19.53
11:30:04     all   63.48    0.00    7.32    0.00    0.00    9.16    0.00    0.00    0.00   20.04
11:30:05     all   65.79    0.00    5.65    0.10    0.00    8.58    0.00    0.00    0.00   19.88
11:30:06     all   63.65    0.00    8.24    0.00    0.00    8.74    0.00    0.00    0.00   19.36
11:30:07     all   64.01    0.00    8.37    0.00    0.00    8.97    0.00    0.00    0.00   18.65
11:30:08     all   62.88    0.00    6.54    0.00    0.00    9.05    0.00    0.00    0.00   21.53
11:30:09     all   62.83    0.00    7.27    0.00    0.00    9.09    0.00    0.00    0.00   20.81
11:30:10     all   65.36    0.00    6.12    0.00    0.00    8.43    0.00    0.00    0.00   20.08
11:30:11     all   63.67    0.00    6.66    0.00    0.00    8.27    0.00    0.00    0.00   21.39
11:30:12     all   61.28    0.00    7.82    0.00    0.00    9.23    0.00    0.00    0.00   21.66
11:30:13     all   63.48    0.00    6.34    0.00    0.00    9.05    0.00    0.00    0.00   21.13
11:30:14     all   63.72    0.00    6.61    0.00    0.00    8.74    0.00    0.00    0.00   20.93
11:30:15     all   64.88    0.00    6.46    0.10    0.00    8.17    0.00    0.00    0.00   20.38
11:30:16     all   65.32    0.00    6.65    0.00    0.00    8.37    0.00    0.00    0.00   19.66
11:30:17     all   63.70    0.00    8.39    0.00    0.00    8.70    0.00    0.00    0.00   19.21
11:30:18     all   62.97    0.00    6.56    0.00    0.00    8.68    0.00    0.00    0.00   21.80
11:30:19     all   62.54    0.00    7.75    0.00    0.00    8.76    0.00    0.00    0.00   20.95
11:30:20     all   63.77    0.00    7.09    0.10    0.00    8.78    0.00    0.00    0.00   20.26
11:30:21     all   63.84    0.00    6.59    0.00    0.00    8.69    0.00    0.00    0.00   20.88
11:30:22     all   64.22    0.00    6.33    0.00    0.00    7.74    0.00    0.00    0.00   21.71
11:30:23     all   62.93    0.00    7.54    0.00    0.00    8.55    0.00    0.00    0.00   20.98
11:30:24     all   63.48    0.00    6.34    0.00    0.00    8.25    0.00    0.00    0.00   21.93
11:30:25     all   65.31    0.00    6.59    0.10    0.00    8.52    0.00    0.00    0.00   19.47
11:30:26     all   65.08    0.00    6.38    0.00    0.00    8.50    0.00    0.00    0.00   20.04
11:30:27     all   65.12    0.00    6.98    0.00    0.00    8.29    0.00    0.00    0.00   19.62
11:30:28     all   63.74    0.00    6.26    0.00    0.00    8.38    0.00    0.00    0.00   21.62
11:30:29     all   63.68    0.00    6.84    0.00    0.00    8.35    0.00    0.00    0.00   21.13
11:30:30     all   64.59    0.00    6.74    0.00    0.00    8.85    0.00    0.00    0.00   19.82
11:30:31     all   62.46    0.00    7.01    0.20    0.00    8.21    0.00    0.00    0.00   22.12
11:30:32     all   63.17    0.00    6.56    0.00    0.00    8.98    0.00    0.00    0.00   21.29
11:30:33     all   64.06    0.00    6.51    0.00    0.00    8.51    0.00    0.00    0.00   20.92
11:30:34     all   64.29    0.00    6.34    0.00    0.00    8.35    0.00    0.00    0.00   21.03
11:30:35     all   65.06    0.00    6.75    0.00    0.00    8.16    0.00    0.00    0.00   20.04
11:30:36     all   63.50    0.00    6.88    0.10    0.00    8.90    0.00    0.00    0.00   20.63
11:30:37     all   64.01    0.00    8.97    0.00    0.00    9.38    0.00    0.00    0.00   17.64
11:30:38     all   63.91    0.00    6.85    0.00    0.00    8.27    0.00    0.00    0.00   20.97
11:30:39     all   63.05    0.00    8.07    0.00    0.00    8.86    0.00    0.00    0.00   20.02
11:30:40     all   64.65    0.00    6.24    0.00    0.00    8.16    0.00    0.00    0.00   20.95
11:30:41     all   62.84    0.00    6.65    0.20    0.00    9.26    0.00    0.00    0.00   21.05
11:30:42     all   62.93    0.00    6.61    0.00    0.00    8.62    0.00    0.00    0.00   21.84
11:30:43     all   64.06    0.00    6.12    0.10    0.00    8.84    0.00    0.00    0.00   20.88
11:30:44     all   64.62    0.00    6.53    0.00    0.00    8.34    0.00    0.00    0.00   20.50
11:30:45     all   65.29    0.00    7.34    0.00    0.00    7.95    0.00    0.00    0.00   19.42
11:30:46     all   63.44    0.00    7.35    0.20    0.00    8.56    0.00    0.00    0.00   20.44
11:30:47     all   65.53    0.00    7.31    0.00    0.00    9.02    0.00    0.00    0.00   18.14
11:30:48     all   62.54    0.00    7.01    0.00    0.00    8.22    0.00    0.00    0.00   22.23
11:30:49     all   62.96    0.00    6.48    0.00    0.00    8.30    0.00    0.00    0.00   22.27
11:30:50     all   64.24    0.00    6.89    0.00    0.00    8.51    0.00    0.00    0.00   20.36
11:30:51     all   63.75    0.00    6.55    0.10    0.00    8.96    0.00    0.00    0.00   20.64
11:30:52     all   63.08    0.00    7.06    0.00    0.00    9.25    0.00    0.00    0.00   20.60
11:30:53     all   63.16    0.00    7.79    0.00    0.00    8.40    0.00    0.00    0.00   20.65
11:30:54     all   63.72    0.00    6.43    0.00    0.00    8.94    0.00    0.00    0.00   20.90
11:30:55     all   63.62    0.00    6.83    0.00    0.00    9.05    0.00    0.00    0.00   20.50
11:30:56     all   63.29    0.00    7.52    0.00    0.00    9.93    0.00    0.00    0.00   19.26
11:30:57     all   63.50    0.00    8.40    0.00    0.00    9.60    0.00    0.00    0.00   18.50
11:30:58     all   62.68    0.00    7.85    0.00    0.00    8.65    0.00    0.00    0.00   20.82
11:30:59     all   63.71    0.00    6.45    0.00    0.00    8.57    0.00    0.00    0.00   21.27
11:31:00     all   63.06    0.00    7.79    0.00    0.00    8.50    0.00    0.00    0.00   20.65
11:31:01     all   64.18    0.00    7.27    0.00    0.00    8.88    0.00    0.00    0.00   19.68
11:31:02     all   61.74    0.00    7.69    0.00    0.00    8.81    0.00    0.00    0.00   21.76
11:31:03     all   63.39    0.00    7.02    0.00    0.00    8.83    0.00    0.00    0.00   20.76
11:31:04     all   64.39    0.00    6.04    0.00    0.00    8.25    0.00    0.00    0.00   21.33
11:31:05     all   63.18    0.00    7.24    0.00    0.00    8.35    0.00    0.00    0.00   21.23
11:31:06     all   65.19    0.00    6.16    0.00    0.00    9.08    0.00    0.00    0.00   19.58
11:31:07     all   64.69    0.00    7.92    0.00    0.00    7.82    0.00    0.00    0.00   19.56
